                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
    4315.0083434290609148     7475.4416823080700851        0.0000000000000000       7945        192        146        130        108          0          0        0.0000000000000000 145829.3694728929258417 134131.7148410538793541 129043.1025468728912529 148277.0884835053002462 143139.1262847446778324 144087.1795592754788231 141176.5578395231568720 130786.9221802631218452 134055.2630399827321526 131350.4480456691235304 134196.5323818165634293 140843.2153445906587876 129751.0535666568612214 128793.1980673107027542 127639.0189115195244085 126962.1719848949869629 129083.4308041449403390 133205.9621759424626362 135796.3807866312272381 128290.7702075030538253 134170.9545646262704395 134516.1766305367054883 140531.8294771144283004 136050.7257160714943893
   -8511.5849223195837112     2639.4322359776347184        0.0000000000000000       5612        173        112        112        122          0          0        0.0000000000000000 137441.4718103930645157 138078.6450517918856349 137445.9626643536030315 131326.7546947927912697 139218.3725334142800421 141502.5360226428019814 138988.8564275392855052 137993.6706751064339187 135083.9403212298930157 135872.5013943384401500 139384.3175692262011580 139023.1426095715141855 136675.3488236326957121 132713.1723008863336872 137426.0708437800931279 139026.7391937874490395 136716.4731523597147316 142355.6228984962799586 139144.4624770952214021 134759.6997256574686617 137882.4631247726210859 135073.6053613074764144 139255.7417519457230810 141297.5618996985140257
   -5643.6991053810752419     6314.5558899338902847        0.0000000000000000       7252        216        153        139        138          0          0        0.0000000000000000 118225.1717028200800996 125080.0635818139126059 119168.4376982525864150 125800.9011738498811610 122762.3359184685396031 123203.0759385340061272 114639.6206111602659803 123490.3698484497435857 117379.8191762146307155 105249.3660282073979033 115839.2202596625429578 113002.1557944519736338 114858.2233682949590730 119261.3296376233047340 126109.4998953041940695 119955.7452885123493616 124991.8260929350508377 119910.7036930264148396 115972.5881869701988762 121885.9468770086241420 122862.8915794249915052 126603.4453524497221224 125856.8396518071240280 127310.1151051012857351
   -4030.2654339187715777     7672.7081472402715008        0.0000000000000000       3916        190        124        128        128          0          0        0.0000000000000000 146724.3160810312256217 131215.4734737841354217 135914.6923880337853916 136592.7846403871662915 140595.7747901901311707 132687.4220921476953663 133739.5815284812997561 127603.8911410284781596 138284.1323288989369757 137469.2135956113343127 139906.1990181257424410 141612.4424341210396960 147211.5266904961608816 150332.2667010388395283 139109.4411935716343578 136447.5286160887335427 134889.8200401955982670 132996.7562993883038871 138352.6097574376617558 134043.0202600397751667 139917.8049584475520533 144315.7616869315970689 140764.0910158022306859 139045.9504924393550027
    3353.8099133385303503     7818.7356690643773618        0.0000000000000000       8738        232        143        144        175          0          0        0.0000000000000000 138370.3634754429222085 134628.5990733991493471 130065.5618968164490070 129387.4214424204255920 132212.1928729725186713 136239.9646414789021946 134973.4404036761843599 129414.3184307396004442 133132.0666541128885001 128488.9125747430953197 134371.0683762319094967 132242.3730061669484712 117912.5386397163092624 131934.0906035357038490 129093.7760295270272763 129416.2625591131800320 129845.5273932941054227 130456.1576561549445614 133684.4854295697878115 127646.4276257833116688 133982.7473863576888107 135060.4819617767934687 134104.7749458993785083 137405.5628504654159769
   -5596.8890150931874814     6646.2285569883224525        0.0000000000000000       6546        149        104         94        100          0          0        0.0000000000000000 143119.7511790553398896 138565.3156855410779826 141803.1758060368301813 139500.8565502180717885 136948.7601702645188197 132584.5586880912014749 128203.5636022137769032 129705.0531985438719857 128113.5670301884238143 132558.1807064454769716 130586.9056325911806198 135317.5130008822889067 142359.1068144723831210 138240.4141989732743241 136143.1935294033028185 129773.2182351214578375 132726.3252871955919545 131636.4404188948392402 128965.0084880275098840 133804.2884538224025164 131744.0504178257833701 136640.5376401931571309 144316.0682657690194901 147641.0048424418782815
   -6872.8068849768087603    -5207.0658724443110259        0.0000000000000000       4637        221        138        144        160          0          0        0.0000000000000000 122035.5222203516168520 124214.7964802154892823 122162.5382509302580729 118534.7269358058110811 113027.7373227575153578 121766.6545585852727527 120993.3221032758301590 125011.5294327072479064 130733.4607072635262739 126562.7579081010189839 126244.3258511475287378 119200.0832365874666721 124516.9349666567577515 128678.2798142149258638 131905.3351861061819363 133007.5015045649488457 126081.7128564343147445 128263.1375873224460520 123540.5548562849580776 125864.5085598866862711 131253.4723606979823671 129207.6923490798508283 131822.3540039672516286 124356.6942171548143961
    7868.0692329943312870    -3934.1455036216821100        0.0000000000000000       9205        162        116        104        104          0          0        0.0000000000000000 134186.8887221617915202 136621.4066387405327987 142939.4216881514876150 130954.8373847462644335 137085.8995197201729752 135115.1104196787346154 133317.3825110996840522 142232.6767336834454909 133544.0746593032090459 135590.8742420353228226 140687.5057597797713242 137821.1171513742592651 131116.5519162742712069 125846.3250263688678388 132138.6578313322097529 130855.1760014997853432 132873.3127565724716987 129899.1160164359607734 128038.8515509277494857 128273.9580226955586113 140412.4299762764421757 136373.4193161424482241 131334.0487152576388326 135148.4553948804095853
   -7565.2114578810069361    -4679.5562460396531606        0.0000000000000000       6559        193        134        128        124          0          0        0.0000000000000000 138938.9600552596966736 138910.1392541437526233 136581.2063219052506611 134268.4824691808025818 144361.9797773581231013 136773.8359881681390107 134955.5538019315281417 134541.1847272454469930 138681.7992418952053413 133657.7960370759828947 122272.6765458300651517 125791.1350075712107355 117127.8856097775278613 127403.7490894345537527 124725.7842080863047158 131584.3120478440832812 136698.8531308487290516 131591.3092429162643384 132864.0018991270917468 122739.0232050337508554 131972.2806691588775720 126656.6468343089800328 131594.6726252870575991 143685.0757057366718072
    -429.8695479107901747     8603.2283079002318118        0.0000000000000000       8802        185        120        122        128          0          0        0.0000000000000000 120560.3962977456249064 120408.6060756905353628 126489.6245612876082305 129517.4103705557354260 120845.8903345496219117 122579.2320251206401736 121828.3679357001674362 120798.9932451997156022 127293.8060524065804202 119696.7100639790587593 123693.1744624124839902 124126.5841238276334479 116043.3283785414678277 125211.3702167957089841 125021.4136938625742914 127946.5859142773988424 122631.7873445135774091 117072.4789553392620292 121613.5393197757803136 126043.5715513865725370 123361.0152265075594187 130288.2871555483288830 116905.6413670234178426 120428.5315075966354925
    1083.0449956200279757     8496.2338446224675863        0.0000000000000000       8454        228        167        134        154          0          0        0.0000000000000000 132561.2408134215220343 137955.9048584519769065 134589.1865968182682991 133934.3840195738011971 132038.8308352897583973 130998.2087994058965705 128696.7179082044749521 124626.0387416154844686 125107.2632872659887653 129661.2222890252596699 120885.3265956449904479 126962.1850671218126081 115901.4630324282770744 129443.1256760453252355 129375.5988515249482589 128555.0569517725234618 129541.9235730930085992 129852.5346001529833302 124241.7617278827819973 124065.2366415137221338 130396.7261634434835287 132410.2029359668958932 140319.0125192545820028 136962.1322695118724369
   -3913.7059535672719903    -7762.2859808078883361        0.0000000000000000       7024        162        110        104        110          0          0        0.0000000000000000 119897.6410522811056580 128817.1624576604517642 125060.4916019722877536 128592.7995361300127115 125189.6383309358207043 137074.5899104564450681 123033.7055818451335654 131038.2532322360930266 123761.8250718669150956 118986.4081281390972435 122442.3551153276494006 116255.5229775362822693 124982.7174419615184888 128645.6081309381261235 126532.9079298916476546 126566.3668279762496240 124984.5050863056530943 124065.4091483308584429 130655.2290875448961742 125094.1005397225089837 129936.9773266218253411 128553.3619487757532625 122991.4718021076550940 115639.2487021461129189
    8684.5252240130321297     -894.3733670513488505        0.0000000000000000       8782        162        108        102        114          0          0        0.0000000000000000 118203.4521773144952022 128702.2894365547108464 124887.5606539008149412 127014.2749199339887127 132855.8514159659098368 128524.8614006248972146 127451.6713612517050933 126774.4376029447157634 123773.2153149596852018 123299.8830790663487278 119230.5334679492807481 127444.7594612622633576 125982.5662380593130365 124840.5060293731512502 116189.4893106065283064 126717.0600416530651273 125892.8990184030553792 129521.7968149676598841 126127.5408522518264363 124346.1408494487550342 120726.4081601243960904 125762.6221463602851145 125611.9436116924771341 116291.7998175820830511
